[INFO] [1734182810.391557833] [ros_gz_sim]: Requesting list of world names.
[INFO] [1734182853.904658975] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182854.904831131] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182855.905066856] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182856.905248593] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182857.905432381] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182858.905586569] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182859.905737167] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182860.905920828] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182861.906125513] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182862.906316017] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182863.906505467] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182864.906668559] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182865.906831204] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182866.907001823] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182867.907179200] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182868.907361865] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182869.907485150] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182870.907634506] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182871.907800393] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182872.907962138] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182873.908125292] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182874.908300022] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182875.908631890] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182876.908890817] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182877.909250971] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182878.909408460] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182879.909623535] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182880.909809748] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182881.909973891] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182882.910155107] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182883.910356496] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182884.910502196] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182885.910766500] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182886.910943273] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182887.911108008] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182888.911275505] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182889.911439541] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182890.911629444] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182891.912174568] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182892.912425891] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182893.912637395] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182894.912808022] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182895.912994557] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182896.913183006] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182897.913363740] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182898.913537985] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182899.913704439] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182900.913923145] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182901.914201235] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182902.914492482] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182903.914673148] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182904.914834195] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182905.915057334] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182906.915220994] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182907.915420076] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182908.915620004] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182909.915798517] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182910.916017080] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182911.916222504] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182912.916409757] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182913.916740685] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182914.917035796] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182915.917243221] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182916.917432011] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182917.917604330] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182918.917771212] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182919.917958255] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182920.918145843] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182921.918333522] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182922.918536291] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182923.918690732] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182924.918874764] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182925.919061854] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182926.919255639] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182927.919450129] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182928.919603099] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182929.919726183] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182930.919910758] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182931.920119730] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182932.920324334] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182933.920532365] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182934.920678371] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182935.920886000] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182936.921086552] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182937.921278786] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182938.921454939] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182939.921613463] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182940.921868290] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182941.922022060] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182942.922198523] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182943.922486943] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182944.922667192] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182945.922945658] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182946.923179168] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182947.923375843] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182948.923594351] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182949.923822802] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182950.924061770] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182951.924255538] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182952.924417881] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182953.924620629] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182954.924801307] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182955.924981957] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182956.925190349] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182957.925382821] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182958.925590059] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182959.925797746] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182960.926013060] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182961.926194953] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182962.926389775] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182963.926505271] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182964.926700571] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182965.926923218] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182966.927101751] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182967.927292612] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182968.927514510] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182969.927671811] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182970.927809675] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182971.928001833] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182972.928178102] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182973.928382353] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182974.928571729] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182975.928719221] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182976.928962415] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182977.929144406] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182978.929321341] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182979.929483184] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182980.929640918] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182981.929868603] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182982.930016038] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182983.930201818] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182984.930371214] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182985.930515661] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182986.930695190] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182987.930876992] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182988.931092701] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182989.931267224] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182990.931442539] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182991.931608551] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182992.931779721] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182993.931953417] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182994.932108723] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182995.932254296] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182996.932447660] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182997.932638498] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182998.932833044] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734182999.933105366] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183000.933284307] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183001.933479751] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183002.933674596] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183003.933876479] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183004.934067481] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183005.934292642] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183006.934600756] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183007.934912823] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183008.935189651] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183009.935488399] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183010.935738541] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183011.935980128] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183012.936185063] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183013.936405890] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183014.936720725] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183015.936997842] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183016.937328982] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183017.937515469] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183018.937919518] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183019.938099075] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183020.938313732] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183021.938591427] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183022.938820842] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183023.939067687] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183024.939333444] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183025.939523073] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183026.939714541] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183027.939918813] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183028.940121655] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183029.940355170] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183030.940623505] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183031.940826189] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183032.940999206] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183033.941155293] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183034.941348800] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183035.941578049] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183036.941736055] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183037.941911942] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183038.942100731] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183039.942297817] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183040.942490889] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183041.942689320] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183042.942877784] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183043.943102107] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183044.943320857] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183045.943513893] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183046.943695970] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183047.943919477] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183048.944180865] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183049.944391718] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183050.944572488] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183051.944784739] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183052.945083404] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183053.945306371] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183054.945501038] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183055.945643473] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183056.945824727] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183057.946040779] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183058.946202440] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183059.946492581] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183060.946674966] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183061.946816296] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183062.946985809] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183063.947177580] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183064.947412744] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183065.947588618] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183066.947805027] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183067.947955919] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183068.948146276] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183069.948322917] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183070.948523405] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183071.948680389] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183072.948839575] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183073.949076816] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183074.949274227] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183075.949464856] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183076.949756561] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183077.949987425] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183078.950198495] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183079.950511029] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183080.950776521] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183081.950957260] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183082.951138810] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183083.951447162] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183084.951717607] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183085.952011311] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183086.952215698] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183087.952439760] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183088.952682369] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183089.952872941] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183090.953085380] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183091.953281261] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183092.953441300] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183093.953632554] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183094.953839695] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183095.953986409] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183096.954175181] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183097.954400972] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183098.954599387] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183099.954768978] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183100.954987272] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183101.955203275] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183102.955389363] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183103.955553123] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183104.955725298] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183105.955940361] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183106.956119560] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183107.956321560] [ros_gz_sim]: Waiting messages on topic [robot_description].
[INFO] [1734183108.145766922] [rclcpp]: signal_handler(signum=2)
